date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,lat,sqft_living15
20141002,300000.0,4.0,1.0,1730,1.5,0,0,5,1730,0,47.5163,1400
20141007,315000.0,2.0,1.0,1030,1.5,0,0,6,1030,0,47.7352,1310
20141008,603000.0,3.0,1.0,1790,1.0,0,0,7,1400,390,47.6627,1790
20140629,530000.0,2.0,1.0,840,1.0,0,2,7,840,0,47.6403,2000
20140909,397500.0,3.0,1.75,1300,1.0,0,0,7,1300,0,47.6991,1740
20150325,221000.0,3.0,1.0,1240,1.5,0,0,6,1240,0,47.4917,1240
20141202,466000.0,4.0,2.25,2170,1.0,0,0,7,1220,950,47.7354,1820
20140619,197500.0,3.0,1.0,1330,2.0,0,0,7,1330,0,47.2053,1710
20150507,280000.0,3.0,3.0,1390,2.0,0,0,7,1140,250,47.5325,1450
20141003,412000.0,2.0,1.5,1240,1.0,0,0,6,860,380,47.5752,1240
20140818,454000.0,2.0,1.0,880,1.0,0,0,7,880,0,47.5694,1240
20140512,540000.0,4.0,2.25,2540,1.0,0,0,8,1450,1090,47.719,1780
20140609,250000.0,5.0,1.5,2520,1.5,0,0,7,1510,1010,47.2058,1620
20150511,900000.0,5.0,2.25,2510,1.0,0,0,9,2510,0,47.6435,3160
20140513,245000.0,5.0,1.75,2020,1.0,0,0,7,1220,800,47.51,2220
20141007,290000.0,3.0,1.75,2060,1.0,0,0,7,1350,710,47.3569,1520
20150205,160000.0,2.0,1.0,930,1.0,0,0,6,930,0,47.507,2240
20150330,1260000.0,2.0,1.5,2700,1.5,0,4,8,1660,1040,47.5892,2970
20150327,325000.0,2.0,1.0,1060,1.0,0,0,7,940,120,47.7028,1540
20150108,185000.0,2.0,1.0,670,1.0,0,0,5,670,0,47.4521,1700
20140925,477000.0,3.0,2.0,1750,1.0,0,0,7,950,800,47.6667,1700
20140630,100000.0,2.0,1.0,930,1.0,0,0,6,930,0,47.467,1300
20150504,345000.0,4.0,2.5,2420,1.0,0,0,8,1370,1050,47.341,2290
20150331,530000.0,4.0,2.25,2410,1.0,0,1,7,1950,460,47.4278,2510
20140620,203000.0,3.0,1.0,1150,1.0,0,0,6,1150,0,47.4864,1210
20141028,599000.0,4.0,2.5,2480,2.0,0,0,7,2480,0,47.6811,2410
20140720,370000.0,4.0,1.0,1310,1.5,0,0,7,1310,0,47.5822,1630
20150227,140000.0,3.0,1.0,1240,1.0,0,0,6,1040,200,47.4204,1240
20140623,500000.0,3.0,1.0,1150,2.0,0,0,8,1150,0,47.5349,1440
20150203,527200.0,3.0,1.75,1460,1.0,0,2,7,730,730,47.5768,1360
20140510,549900.0,5.0,2.75,3060,1.0,0,0,8,1600,1460,47.5052,2190
20150502,760000.0,4.0,2.5,3520,2.0,0,0,9,3520,0,47.7065,2460
20140728,319000.0,2.0,1.0,960,1.0,0,0,7,960,0,47.5269,1520
20140623,362300.0,3.0,2.5,2430,2.0,0,0,8,2430,0,47.3805,2260
20150427,421000.0,3.0,2.5,1930,1.0,0,3,7,1440,490,47.3459,1550
20150304,690000.0,3.0,1.0,1090,1.5,0,0,7,1090,0,47.6846,1520
20140828,640000.0,3.0,2.5,2790,1.0,0,0,8,1650,1140,47.5241,1400
20141208,238000.0,4.0,1.75,1650,1.0,0,0,7,910,740,47.2802,1540
20140602,789000.0,3.0,3.0,3740,2.0,0,2,10,3740,0,47.4036,2930
20150423,1050000.0,6.0,4.0,5310,2.0,0,2,10,3600,1710,47.5696,4190
20150408,302500.0,3.0,2.5,1690,2.0,0,0,7,1690,0,47.3663,2250
20150311,259950.0,4.0,1.75,1400,1.0,0,0,7,1400,0,47.4658,1910
20140620,456000.0,3.0,1.5,1440,1.0,0,0,7,1440,0,47.5829,2080
20140925,369950.0,3.0,2.5,1360,2.0,0,0,7,1360,0,47.6827,1090
20140516,363750.0,3.0,1.75,1726,2.0,0,0,7,1726,0,47.3484,2114
20140811,585000.0,3.0,1.75,2220,1.0,0,2,8,2220,0,47.6624,2900
20141008,268000.0,3.0,2.5,1850,2.0,0,0,7,1850,0,47.3103,1700
20140923,1200000.0,5.0,2.5,2860,2.0,0,0,8,2160,700,47.6225,1340
20140716,345000.0,3.0,1.0,1120,1.0,0,0,6,920,200,47.5235,1350
20150225,539000.0,4.0,2.5,2340,2.0,0,0,9,2340,0,47.7672,1930
20140702,851000.0,5.0,3.25,3760,2.0,0,0,9,2550,1210,47.5654,2960
20150408,900000.0,3.0,2.5,1920,2.0,0,2,10,1780,140,47.5709,2080
20140703,850000.0,3.0,2.5,3230,2.0,0,2,8,2430,800,47.7011,1820
20140506,390000.0,3.0,1.75,1260,1.0,0,0,7,1260,0,47.6224,1500
20140610,345000.0,3.0,1.75,1540,1.0,0,0,7,920,620,47.7451,1130
20140616,534500.0,3.0,2.5,1700,2.0,0,0,8,1700,0,47.5505,1700
20141118,643500.0,6.0,5.25,3600,2.0,0,0,7,2400,1200,47.5656,1450
20150402,1206500.0,3.0,2.75,3150,1.5,0,0,8,2130,1020,47.6345,3160
20150115,495000.0,2.0,1.75,1280,1.0,0,0,7,730,550,47.5798,2250
20140730,535000.0,2.0,1.0,980,1.0,0,0,7,830,150,47.6815,1760
20141029,435000.0,4.0,2.5,2190,2.0,0,0,7,2190,0,47.5305,2190
20141113,305000.0,4.0,2.0,2470,2.0,0,0,7,1970,500,47.4645,1310
20140619,799000.0,4.0,2.5,2590,2.0,0,0,9,2590,0,47.6978,1700
20141113,700000.0,4.0,2.5,2580,2.0,0,0,9,2580,0,47.6895,3030
20140520,467000.0,3.0,2.25,1270,2.0,0,0,8,1040,230,47.6736,1410
20150407,263000.0,3.0,1.0,1250,1.0,0,0,6,1250,0,47.4493,1270
20140820,760000.0,4.0,2.5,4660,2.0,0,0,9,3020,1640,47.5352,3300
20150207,293000.0,4.0,2.5,2019,2.0,0,3,8,2019,0,47.1958,1950
20140821,245000.0,3.0,2.0,1490,1.0,0,0,7,1490,0,47.2875,1650
20140731,181000.0,2.0,1.5,1560,1.0,0,0,7,1560,0,47.4444,1660
20150423,240000.0,3.0,1.0,1030,1.0,0,0,7,1030,0,47.5016,1430
20141117,880000.0,4.0,2.75,2560,1.0,0,2,8,1450,1110,47.6499,2500
20140625,285000.0,3.0,2.0,1460,1.0,0,0,7,1460,0,47.3679,1600
20150416,407500.0,2.0,1.0,770,1.0,0,0,7,770,0,47.7223,1670
20140812,325000.0,4.0,2.5,1960,2.0,0,0,7,1960,0,47.4849,2420
20141017,405000.0,3.0,1.75,1900,1.0,0,0,7,1390,510,47.7748,2000
20150407,291700.0,3.0,2.5,1970,1.5,0,0,6,1230,740,47.5328,1470
20141016,370000.0,3.0,2.5,2490,2.0,0,3,8,2490,0,47.2119,1850
20140528,270000.0,3.0,1.5,1430,1.0,0,0,6,1430,0,47.4759,1560
20140527,800000.0,4.0,2.5,2680,1.0,0,0,8,1380,1300,47.6835,1950
20140923,626500.0,3.0,1.75,1610,1.0,0,0,7,910,700,47.6656,1420
20141021,1130000.0,4.0,3.5,4300,2.0,0,1,11,3580,720,47.5396,2770
20140822,399950.0,4.0,2.5,3200,2.0,0,0,7,3200,0,47.3666,2840
20140724,419000.0,3.0,1.75,2140,1.0,0,0,7,1570,570,47.4181,2170
20140715,1160000.0,4.0,2.5,4240,2.0,0,0,10,4240,0,47.6008,3720
20140519,1405000.0,4.0,3.5,3410,2.0,0,0,10,3410,0,47.6081,2650
20140731,710000.0,4.0,2.75,2090,2.0,0,0,7,2090,0,47.6829,1460
20150330,650000.0,3.0,1.0,1410,1.0,0,2,6,1230,180,47.6646,1410
20150220,369900.0,4.0,2.5,2820,2.0,0,0,9,2820,0,47.7387,2510
20140627,641000.0,4.0,2.5,2770,2.0,0,0,9,2770,0,47.6622,2770
20150318,403000.0,3.0,1.0,1400,1.0,0,0,7,1400,0,47.7508,1950
20140703,1015000.0,3.0,3.25,3620,2.0,0,0,10,2730,890,47.6393,1910
20140922,865000.0,4.0,2.5,2260,1.0,0,0,8,1770,490,47.5436,2630
20141111,2485000.0,4.0,2.5,3440,1.5,1,3,10,2260,1180,47.5636,4230
20141016,810000.0,4.0,1.0,2150,2.0,0,3,8,1850,300,47.5767,1950
20140715,316750.0,3.0,2.5,1256,3.0,0,0,7,1256,0,47.7146,1309
20140820,652500.0,4.0,2.25,2220,2.0,0,0,8,2220,0,47.4989,2680
20150204,360000.0,6.0,2.75,2850,1.0,0,0,7,1850,1000,47.5288,2090
20150416,208000.0,2.0,1.0,700,1.0,0,0,5,700,0,47.4957,970
20150210,898000.0,4.0,2.5,3700,2.0,0,0,10,3700,0,47.7319,3210
20150227,295000.0,4.0,1.75,1400,1.0,0,0,7,1050,350,47.7346,2080
20150506,652500.0,4.0,1.75,3130,2.0,0,0,7,3130,0,47.7402,1850
20140725,560000.0,4.0,3.0,2170,2.0,0,0,8,2170,0,47.5673,2010
20150504,280000.0,3.0,1.0,1020,1.0,0,0,7,1020,0,47.4905,1690
20140630,289950.0,3.0,2.5,1760,1.5,0,0,7,1760,0,47.4612,2160
20150410,397500.0,3.0,2.5,1860,1.0,0,0,7,1860,0,47.4381,1900
20150324,380000.0,2.0,1.0,1140,1.0,0,0,7,1140,0,47.7349,2570
20141031,415900.0,3.0,2.5,1670,1.0,0,0,7,1310,360,47.4708,1510
20140716,475000.0,2.0,1.75,1710,1.0,0,0,7,1510,200,47.7005,1280
20141002,125000.0,1.0,1.0,500,1.0,0,0,5,500,0,47.5252,1350
20140821,238000.0,3.0,1.0,1470,1.0,0,0,7,1020,450,47.3811,2640
20140820,296000.0,4.0,1.5,1370,1.0,0,0,7,1070,300,47.4718,1540
20140506,475000.0,6.0,3.0,3470,1.5,0,0,7,3470,0,47.7663,2120
20150223,390000.0,3.0,2.25,1650,1.5,0,0,7,1650,0,47.5639,2060
20141119,425000.0,3.0,1.0,1180,1.0,0,0,6,1030,150,47.5726,1280
20140626,725000.0,6.0,3.0,3110,1.5,0,0,7,1810,1300,47.6631,1600
20140702,605000.0,3.0,2.25,2080,1.0,0,0,8,1530,550,47.6315,2320
20141105,302000.0,3.0,1.0,1600,2.0,0,0,7,1600,0,47.6028,1310
20150318,886000.0,3.0,2.25,2380,2.0,0,0,9,1650,730,47.6472,2000
20140814,540000.0,4.0,1.75,1630,1.0,0,0,7,980,650,47.6821,1630
20150414,435000.0,4.0,2.25,1910,2.0,0,0,7,1910,0,47.7352,1910
20141010,409000.0,4.0,3.25,3140,2.0,0,0,7,2300,840,47.5022,1300
20150106,405000.0,3.0,1.0,1250,1.0,0,0,7,1250,0,47.6986,1690
20140611,560200.0,3.0,2.5,1990,2.0,0,0,8,1990,0,47.5914,2320
20140623,324000.0,4.0,1.75,2110,1.0,0,0,8,1170,940,47.4464,1820
20140519,390000.0,4.0,2.5,2490,2.0,0,0,9,2490,0,47.3305,2690
20150407,414000.0,2.0,1.0,800,1.0,0,0,6,800,0,47.4914,1220
20140903,441500.0,3.0,2.5,2360,2.0,0,0,7,2360,0,47.537,2420
20150309,375000.0,3.0,2.5,1770,2.0,0,0,7,1770,0,47.5263,1230
20140602,668500.0,4.0,2.5,2710,2.0,0,0,9,2710,0,47.6027,2710
20141007,540000.0,5.0,1.5,1940,1.5,0,0,7,1940,0,47.7213,1900
20140606,1035000.0,4.0,3.25,3450,2.0,0,3,10,2430,1020,47.4556,2412
20150325,1345000.0,4.0,3.25,3440,2.0,0,4,10,2520,920,47.5727,2350
20140507,758000.0,4.0,2.75,2410,1.0,0,0,7,1780,630,47.6503,2090
20140527,949880.0,4.0,2.25,2290,2.0,0,0,9,2290,0,47.5878,2290
20150507,570000.0,3.0,1.0,1030,1.5,0,0,7,1030,0,47.574,1440
20140506,736000.0,4.0,2.5,2290,2.0,0,0,9,2290,0,47.5599,3130
20140626,670000.0,3.0,1.5,1490,1.5,0,0,7,1490,0,47.6113,1560
20150406,1130000.0,4.0,1.75,2370,1.0,0,0,9,1270,1100,47.6716,2370
20141022,650000.0,4.0,2.0,1930,1.5,0,0,8,1930,0,47.6117,1470
20140616,690000.0,2.0,1.75,1600,1.0,0,0,7,850,750,47.6408,1860
20150313,610000.0,4.0,2.25,2240,2.0,0,0,7,2240,0,47.687,3180
20140519,413500.0,2.0,1.0,770,1.0,0,0,5,770,0,47.6959,1420
20150414,765000.0,3.0,2.5,2300,2.0,0,2,8,2300,0,47.5825,2640
20141210,828200.0,4.0,2.75,3400,2.0,0,0,9,3400,0,47.5661,3060
20140726,205000.0,2.0,1.0,900,1.0,0,0,6,900,0,47.4851,1430
20141202,465000.0,3.0,2.5,1450,1.0,0,0,8,1030,420,47.7082,1740
20150311,556000.0,4.0,2.5,2240,2.0,0,0,8,2240,0,47.772,2240
20140608,540000.0,4.0,2.5,1780,2.0,0,0,8,1780,0,47.5695,1830
20140729,423000.0,4.0,2.5,2320,2.0,0,0,8,2320,0,47.48,2330
20150410,375000.0,3.0,1.75,1590,1.0,0,0,8,1590,0,47.5902,2040
20141209,173250.0,3.0,1.0,990,1.5,0,0,7,990,0,47.4776,1260
20150205,599900.0,3.0,1.5,2605,1.0,0,0,8,1355,1250,47.7725,1590
20140618,646000.0,5.0,2.75,2870,1.0,0,0,7,1650,1220,47.675,1890
20140605,1075000.0,5.0,4.75,5180,2.0,0,2,11,4070,1110,47.5405,3960
20140610,558000.0,4.0,2.0,2180,1.0,0,0,7,1020,1160,47.6089,1520
20141110,354000.0,2.0,1.0,850,1.0,0,0,7,850,0,47.5311,1230
20150108,1195000.0,4.0,4.0,4050,2.0,0,0,11,3360,690,47.5769,3330
20150331,670000.0,4.0,2.0,2250,1.5,0,0,7,1650,600,47.6136,1200
20141006,1125000.0,6.0,4.25,3100,3.0,0,2,11,3100,0,47.6381,3270
20140807,267500.0,2.0,1.0,1747,2.5,0,0,6,1747,0,47.3282,1620
20150225,299800.0,4.0,2.5,2410,2.0,0,0,8,2410,0,47.3229,2517
20150414,430000.0,4.0,1.75,2070,1.0,0,0,7,1250,820,47.6045,1650
20150313,775000.0,5.0,1.0,1860,1.5,0,0,7,1530,330,47.6559,1910
20150122,333000.0,3.0,1.0,950,1.0,0,0,7,830,120,47.5362,1490
20150407,336000.0,3.0,2.0,1060,1.0,0,0,6,1060,0,47.7333,1500
20150109,323000.0,2.0,1.0,880,2.0,0,0,7,880,0,47.6475,1360
20140715,575000.0,4.0,2.5,2550,2.0,0,0,9,2550,0,47.4913,1870
20141205,328000.0,2.0,2.25,1550,2.0,0,0,8,1550,0,47.54,1420
20141210,572500.0,3.0,1.0,1590,1.5,0,0,7,1290,300,47.6807,1770
20140522,600000.0,3.0,1.75,1650,1.0,0,0,7,1040,610,47.6873,1540
20150420,412000.0,4.0,3.0,2430,2.0,0,0,8,2430,0,47.3533,2430
20141203,827500.0,3.0,2.5,1810,1.0,0,0,7,1310,500,47.6885,2050
20150325,300000.0,4.0,2.5,2890,2.0,0,0,8,2890,0,47.2822,2330
20141113,415000.0,3.0,2.5,1280,2.0,0,0,7,1280,0,47.5611,1500
20141112,750000.0,7.0,2.75,3410,1.5,0,0,8,2130,1280,47.6454,2510
20140710,800000.0,3.0,2.75,2220,2.0,0,0,8,1700,520,47.617,1800
20150317,420000.0,3.0,1.0,1060,1.0,0,0,8,1060,0,47.5427,1240
20141015,266000.0,3.0,1.5,1120,1.0,0,0,7,1120,0,47.4905,1320
20141021,499000.0,4.0,2.5,2680,2.0,0,0,8,2680,0,47.7377,2330
20140626,440000.0,4.0,1.5,1770,2.0,0,0,7,1770,0,47.5621,970
20140623,495000.0,3.0,2.0,2950,2.0,0,0,7,2310,640,47.4702,2320
20150330,630000.0,2.0,1.75,1260,1.0,0,0,7,840,420,47.6809,1280
20140804,424000.0,3.0,1.75,1430,1.0,0,0,7,1430,0,47.7271,1480
20140604,760000.0,4.0,2.5,2730,2.0,0,0,9,2730,0,47.7036,2710
20140819,650000.0,4.0,3.5,3270,2.0,0,0,9,2110,1160,47.6256,3020
20140507,248500.0,4.0,1.75,1720,1.0,0,0,7,1720,0,47.3614,1220
20150421,379600.0,3.0,1.75,1270,1.0,0,0,7,1270,0,47.5387,1560
20140721,538000.0,4.0,2.5,3260,1.0,0,0,8,1960,1300,47.7203,1802
20140616,530000.0,4.0,2.5,2050,2.0,0,0,8,2050,0,47.5641,2070
20150120,545000.0,4.0,2.25,2050,2.0,0,0,8,2050,0,47.5911,2310
20140624,925000.0,4.0,3.0,3580,1.5,0,0,10,3580,0,47.7577,3540
20141209,565000.0,4.0,2.75,1960,1.5,0,0,9,1960,0,47.7484,1970
20140514,405100.0,2.0,1.0,840,1.0,0,0,6,840,0,47.6575,1390
20140609,502000.0,3.0,1.75,1300,1.0,0,0,8,1300,0,47.6199,1350
20141103,425000.0,3.0,2.25,1260,2.0,0,0,7,1260,0,47.5454,1630
20140623,233500.0,3.0,2.25,1650,2.0,0,0,7,1650,0,47.3916,1510
20150323,287000.0,3.0,2.5,1710,2.0,0,2,7,1710,0,47.3494,1830
20150213,190000.0,3.0,1.0,1180,1.0,0,0,7,1180,0,47.2848,1300
20141103,666000.0,3.0,2.25,2780,2.0,0,0,8,2780,0,47.67,2890
20141201,330000.0,2.0,1.0,950,1.0,0,0,6,950,0,47.551,1230
20140911,1490000.0,5.0,3.5,3620,2.0,0,2,10,2790,830,47.5738,2690
20140909,393000.0,3.0,2.25,2140,2.0,0,0,8,2140,0,47.3751,2040
20140924,353000.0,4.0,2.75,1920,1.0,0,0,8,1010,910,47.5003,1910
20141020,260000.0,2.0,1.0,750,1.0,0,0,6,750,0,47.552,920
20141215,680000.0,3.0,2.5,2060,2.0,0,0,8,1900,160,47.5881,2060
20140715,921000.0,3.0,2.25,2380,1.0,0,0,8,2380,0,47.5873,2010
20141218,319000.0,2.0,1.0,750,1.0,0,0,7,750,0,47.7033,1690
20150422,280000.0,3.0,1.0,1160,1.0,0,0,7,920,240,47.6339,1280
20140611,220000.0,3.0,1.0,1050,1.0,0,0,6,1050,0,47.5128,740
20150121,219000.0,3.0,1.5,1740,1.0,0,0,7,1060,680,47.3657,1540
20140808,528000.0,4.0,2.75,2050,1.0,0,0,8,1540,510,47.6194,1960
20140527,405000.0,3.0,1.75,1980,1.0,0,0,7,1310,670,47.7353,1450
20140514,372977.0,3.0,2.5,1690,2.0,0,0,8,1150,540,47.5518,1690
20150507,934550.0,4.0,3.25,2320,1.5,0,2,9,2320,0,47.597,2320
20150206,1465000.0,3.0,1.5,2480,2.0,0,3,10,2130,350,47.7018,2860
20140603,975000.0,4.0,2.25,2290,2.0,0,0,9,2120,170,47.6428,2910
20140505,800866.0,5.0,2.5,3180,2.0,0,0,10,3180,0,47.652,3180
20150413,950000.0,7.0,3.5,3470,2.0,0,0,9,3470,0,47.6203,3040
20140904,624000.0,4.0,3.0,1540,1.5,0,0,7,1540,0,47.6728,1460
20140814,1850000.0,5.0,2.25,2800,2.0,1,4,9,2800,0,47.5784,3220
20140514,310000.0,3.0,1.0,1050,1.0,0,0,7,1050,0,47.7635,1760
20141204,315000.0,3.0,1.75,1480,1.0,0,0,7,1480,0,47.4633,1500
20140820,675000.0,3.0,2.0,1010,1.0,0,0,6,1010,0,47.6652,1920
20141113,490000.0,3.0,1.75,1660,1.0,0,0,8,1660,0,47.5919,2210
20150211,600000.0,5.0,2.25,2760,1.0,0,0,7,1380,1380,47.5561,2060
20140909,154000.0,2.0,1.0,1040,1.0,0,3,6,1040,0,47.6981,1880
20140609,480000.0,4.0,1.75,2220,2.0,0,3,8,2220,0,47.4519,2430
20150213,196900.0,3.0,1.0,1270,1.0,0,0,6,1270,0,47.4214,1250
20140826,735000.0,3.0,3.25,2960,2.0,0,0,10,2960,0,47.7452,2960
20150227,205500.0,3.0,2.0,1330,1.0,0,0,7,1330,0,47.2619,1510
20140616,357186.0,2.0,1.75,1210,2.0,0,0,8,1210,0,47.5519,1210
20150128,275000.0,4.0,2.5,2120,2.0,0,0,7,2120,0,47.3629,2120
20140906,248500.0,3.0,1.75,2090,1.0,0,0,7,2090,0,47.3095,1700
20140602,350000.0,3.0,2.5,2680,2.0,0,0,8,2680,0,47.3203,2340
20140812,390000.0,4.0,2.75,1790,1.0,0,0,7,1220,570,47.5302,1250
20140715,390000.0,3.0,2.75,1950,1.0,0,0,7,1250,700,47.7401,1880
20150413,660000.0,5.0,2.25,3740,1.5,0,0,9,3740,0,47.6234,2180
20141117,310000.0,3.0,1.75,1140,1.0,0,0,7,1140,0,47.7407,1140
20140612,717000.0,3.0,2.5,2480,2.0,0,0,9,2480,0,47.684,2480
20141230,260000.0,5.0,2.5,2580,1.0,0,0,7,1410,1170,47.397,2240
20150430,745000.0,3.0,2.0,2290,1.0,0,0,7,1490,800,47.6909,1230
20150218,470000.0,4.0,2.5,2320,1.0,0,0,7,1320,1000,47.763000000000005,2160
20150505,429000.0,3.0,2.5,2530,2.0,0,0,8,2530,0,47.42,2340
20150408,220000.0,4.0,2.0,1400,1.0,0,0,7,1400,0,47.7719,1610
20140903,497000.0,3.0,3.0,2060,2.0,0,0,8,1400,660,47.6543,1910
20140714,716100.0,3.0,1.0,1640,1.5,0,0,7,1640,0,47.6563,2140
20140911,371000.0,4.0,1.0,1960,1.5,0,0,6,1960,0,47.5418,2430
20140724,379000.0,5.0,2.75,3000,1.0,0,0,7,1500,1500,47.497,2170
20150324,937500.0,3.0,1.0,1320,1.0,0,0,7,1320,0,47.6187,2790
20141027,720000.0,4.0,2.0,1760,1.5,0,0,7,1760,0,47.6711,1740
20150427,616000.0,3.0,3.25,2130,2.0,0,1,7,1420,710,47.5424,1560
20150414,259000.0,3.0,2.0,1390,1.0,0,0,7,1390,0,47.3786,1530
20140514,538000.0,3.0,1.75,1400,1.5,0,0,6,1100,300,47.6793,1720
20150507,605000.0,3.0,2.75,3230,1.5,0,0,8,3230,0,47.7307,2820
20141103,369950.0,3.0,1.0,1110,1.0,0,0,7,1110,0,47.7262,1260
20150414,310000.0,3.0,2.5,1670,2.0,0,0,7,1670,0,47.3834,1670
20150428,227500.0,3.0,1.0,1540,1.0,0,0,7,1540,0,47.3612,1210
20141121,274000.0,4.0,2.25,2090,1.0,0,0,9,1670,420,47.3178,2260
20141120,410000.0,3.0,2.0,1410,1.0,0,0,7,1410,0,47.7303,1770
20140523,354800.0,3.0,2.0,1370,1.0,0,0,7,1370,0,47.3867,1620
20140911,650000.0,4.0,2.25,1910,1.0,0,0,8,1300,610,47.6534,1810
20150505,353000.0,3.0,2.0,1678,1.0,0,0,7,1678,0,47.3744,1550
20150304,224975.0,3.0,1.0,960,1.0,0,0,6,960,0,47.3617,1160
20150512,600000.0,2.0,1.75,2080,1.0,0,1,7,2080,0,47.7435,2440
20150218,437500.0,3.0,2.25,1790,1.0,0,0,7,1340,450,47.7205,1610
20140521,567000.0,3.0,2.5,2540,2.0,0,0,9,2540,0,47.7042,2540
20150506,225000.0,5.0,1.5,1790,2.0,0,0,7,1790,0,47.3961,2040
20140906,255000.0,2.0,1.0,940,1.0,0,0,6,940,0,47.5445,1900
20150304,2479000.0,5.0,3.75,6810,2.5,0,0,13,6110,700,47.6285,2660
20140613,370000.0,2.0,1.0,900,1.0,0,0,6,900,0,47.6918,1060
20150421,675000.0,4.0,1.75,1900,1.0,0,0,8,1140,760,47.6579,2280
20140904,285000.0,3.0,1.0,1440,1.0,0,0,7,1040,400,47.5468,1370
20140507,310000.0,3.0,1.75,2070,1.0,0,0,7,1420,650,47.425,2011
20141202,475000.0,4.0,2.5,2240,1.0,0,0,7,1140,1100,47.7161,1740
20150508,410000.0,4.0,2.5,3320,2.0,0,0,7,3320,0,47.4011,2580
20140702,895000.0,4.0,2.25,1950,1.0,0,0,8,1330,620,47.639,2600
20140822,375000.0,3.0,1.5,1240,1.0,0,0,6,790,450,47.714,1130
20150427,349000.0,4.0,2.5,1830,2.0,0,0,7,1830,0,47.3573,1830
20150406,650500.0,3.0,1.75,1740,1.5,0,0,8,1740,0,47.6115,1740
20150428,760000.0,3.0,1.75,1410,1.0,0,0,7,1410,0,47.5974,1880
20140520,480000.0,4.0,2.75,2050,1.0,0,0,7,1180,870,47.5808,1440
20140926,689000.0,4.0,2.75,3220,2.0,0,0,10,3220,0,47.5786,3200
20140513,415000.0,3.0,1.75,1960,1.0,0,0,6,980,980,47.5576,1790
20150427,195000.0,3.0,1.75,1070,1.0,0,0,7,1070,0,47.3249,1350
20140731,318000.0,5.0,2.5,2820,1.0,0,0,7,1410,1410,47.4715,2700
20140523,404000.0,4.0,3.0,4060,1.0,0,0,9,2030,2030,47.3059,2950
20141030,339950.0,2.0,1.0,800,1.0,0,0,6,800,0,47.5518,1400
20141124,215000.0,3.0,1.0,1260,1.0,0,0,7,1260,0,47.1946,1560
20140818,339900.0,3.0,2.5,2420,2.0,0,0,8,2420,0,47.3199,2260
20140519,285000.0,1.0,1.5,810,2.0,0,0,7,810,0,47.6939,1320
20140716,550000.0,3.0,1.0,1600,1.5,0,0,7,1110,490,47.655,1380
20140725,430000.0,4.0,1.0,1350,1.5,0,0,7,1350,0,47.6953,1940
20141202,219000.0,3.0,1.0,970,1.0,0,0,6,970,0,47.3165,1150
20140815,555000.0,2.0,1.5,1780,1.0,0,0,7,1080,700,47.6859,1690
20140721,233000.0,3.0,2.0,1350,1.0,0,0,7,1350,0,47.3609,1470
20150402,248000.0,3.0,1.75,1840,1.0,0,0,8,1270,570,47.3364,1910
20150422,454000.0,5.0,2.25,2550,1.0,0,0,8,1580,970,47.4673,2090
20150331,950000.0,4.0,2.5,1700,2.0,0,0,8,1700,0,47.6434,2090
20140915,359000.0,3.0,2.5,2430,2.0,0,0,8,1730,700,47.4546,2160
20140903,407500.0,5.0,2.0,2740,1.5,0,0,7,2210,530,47.7352,2130
20140528,224000.0,3.0,1.5,1560,1.0,0,0,7,1040,520,47.3427,1460
20140718,210000.0,2.0,1.0,1040,1.0,0,0,7,1040,0,47.5078,1040
20150123,261000.0,4.0,1.75,1820,1.0,0,0,7,1820,0,47.3833,1410
20140806,719000.0,3.0,3.0,1833,3.0,0,0,9,1833,0,47.6827,1466
20150203,440000.0,3.0,2.5,2160,2.0,0,0,8,2160,0,47.5661,1500
20140521,525000.0,3.0,2.75,2100,2.0,0,0,9,1510,590,47.4347,2240
20140721,375000.0,3.0,1.5,1370,2.0,0,0,7,1370,0,47.7302,1510
20150331,428000.0,2.0,2.5,1414,2.0,0,0,8,1414,0,47.5423,1414
20141118,988830.0,5.0,3.25,4115,2.0,0,0,9,4115,0,47.6847,3950
20141004,199950.0,3.0,1.75,1550,1.0,0,0,7,1550,0,47.3098,1760
20141028,840000.0,4.0,2.25,2100,1.5,0,0,8,1750,350,47.6359,1800
20140908,285000.0,3.0,1.75,1160,1.0,0,0,7,1160,0,47.1937,1670
20140915,330000.0,5.0,2.5,3597,2.0,0,0,7,3597,0,47.3002,3193
20150102,147500.0,3.0,1.5,1230,1.0,0,0,7,1230,0,47.397,1970
20141107,320000.0,4.0,2.5,2190,2.0,0,0,8,2190,0,47.3709,2190
20140701,382500.0,3.0,1.75,1040,1.0,0,0,7,1040,0,47.5253,1750
20150324,2048000.0,5.0,4.0,4690,2.0,0,0,9,3040,1650,47.6321,3300
20140814,596000.0,4.0,2.25,2270,1.0,0,0,8,1720,550,47.5599,2270
20141111,220000.0,4.0,2.25,1950,2.0,0,0,8,1950,0,47.2957,1910
20140925,325000.0,3.0,2.5,1880,2.0,0,0,8,1880,0,47.4206,1970
20150326,679950.0,4.0,2.5,2850,2.0,0,0,9,2850,0,47.5835,2850
20150218,175000.0,2.0,1.0,1160,1.0,0,0,7,1160,0,47.7149,1120
20141201,268000.0,3.0,1.75,1370,1.0,0,1,7,1370,0,47.3338,1720
20140919,715000.0,4.0,3.5,3260,2.0,0,0,10,3260,0,47.6436,3470
